cap-shape,cap-surface,bruises,odor,gill-size,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,spore-print-color
x,y,f,f,b,b,k,k,n,h
f,f,f,f,b,b,k,k,b,h
f,f,f,f,b,b,k,k,n,h
f,f,f,f,b,b,k,k,p,h
f,f,t,n,b,b,s,s,p,k
x,f,f,f,b,b,k,k,b,h
x,f,f,f,b,b,k,k,b,h
f,y,t,n,b,b,s,s,p,k
f,y,f,f,b,b,k,k,b,h
f,f,f,f,b,b,k,k,b,h
x,y,f,f,b,b,k,k,p,h
f,f,t,n,b,b,s,s,w,k
x,f,f,f,b,b,k,k,n,h
x,f,f,f,b,b,k,k,p,h
f,y,t,n,b,b,s,s,p,n
f,f,t,n,b,b,s,s,p,n
x,y,f,f,b,b,k,k,n,h
f,y,f,f,b,b,k,k,p,h
f,f,f,f,b,b,k,k,n,h
f,f,f,f,b,b,k,k,n,h
f,f,f,f,b,b,k,k,b,h
f,y,f,f,b,b,k,k,p,h
f,s,t,f,b,b,f,f,w,h
f,f,t,n,b,b,s,s,p,n
x,y,f,y,n,?,k,k,p,w
x,y,t,n,b,b,s,s,g,n
x,f,f,c,n,b,s,s,w,k
x,f,f,c,n,b,s,s,w,n
x,y,f,y,n,?,s,k,p,w
f,f,f,f,b,b,k,k,n,h
x,f,f,f,b,b,k,k,b,h
x,s,t,f,b,b,s,f,w,h
f,y,f,f,b,b,k,k,b,h
x,f,f,f,b,b,k,k,b,h
f,y,f,f,b,b,k,k,n,h
f,f,f,f,b,b,k,k,n,h
f,y,f,f,b,b,k,k,b,h
x,y,f,f,b,b,k,k,n,h
f,f,f,f,b,b,k,k,p,h
x,f,f,f,b,b,k,k,b,h
f,f,f,f,b,b,k,k,n,h
x,f,f,f,b,b,k,k,n,h
x,f,f,f,b,b,k,k,b,h
x,y,f,f,b,b,k,k,n,h
f,s,t,f,b,b,s,s,w,h
x,f,f,f,b,b,k,k,n,h
f,f,f,f,b,b,k,k,p,h
f,y,f,f,b,b,k,k,n,h
f,f,f,f,b,b,k,k,p,h
f,f,f,f,b,b,k,k,b,h
x,y,f,f,b,b,k,k,b,h
x,y,f,f,b,b,k,k,n,h
f,y,t,n,b,b,s,s,w,n
f,f,f,f,b,b,k,k,n,h
f,f,f,f,b,b,k,k,b,h
f,y,f,f,b,b,k,k,n,h
x,f,f,f,b,b,k,k,b,h
x,f,f,f,b,b,k,k,p,h
x,f,f,f,b,b,k,k,n,h
x,y,f,f,b,b,k,k,p,h
f,s,t,f,b,b,f,f,w,h
f,f,f,f,b,b,k,k,p,h
f,f,f,f,b,b,k,k,b,h
f,y,f,f,b,b,k,k,n,h
f,f,f,f,b,b,k,k,p,h
f,f,f,f,b,b,k,k,b,h
f,f,f,f,b,b,k,k,b,h
x,y,f,f,b,b,k,k,n,h
x,f,f,f,b,b,k,k,b,h
f,f,f,f,b,b,k,k,p,h
x,f,f,f,b,b,k,k,n,h
f,y,f,f,b,b,k,k,n,h
x,y,f,f,b,b,k,k,n,h
x,s,t,f,b,b,f,s,w,h
f,f,f,f,b,b,k,k,n,h
x,s,t,f,b,b,f,s,w,h
f,y,f,f,b,b,k,k,p,h
x,y,f,f,b,b,k,k,n,h
x,f,f,f,b,b,k,k,n,h
x,f,f,f,b,b,k,k,n,h
x,y,f,f,b,b,k,k,p,h
f,y,t,n,b,b,s,s,g,n
f,y,f,f,b,b,k,k,p,h
x,y,f,f,b,b,k,k,p,h
f,f,f,f,b,b,k,k,p,h
f,y,f,f,b,b,k,k,n,h
f,f,f,f,b,b,k,k,n,h
x,y,f,f,b,b,k,k,p,h
f,f,f,f,b,b,k,k,b,h
x,y,f,f,b,b,k,k,p,h
x,f,f,c,n,b,s,s,w,k
x,y,f,f,b,b,k,k,n,h
x,f,f,f,b,b,k,k,n,h
f,f,f,f,b,b,k,k,b,h
x,y,f,f,b,b,k,k,p,h
f,f,f,f,b,b,k,k,p,h
x,y,f,f,b,b,k,k,p,h
x,f,f,f,b,b,k,k,b,h
x,f,f,f,b,b,k,k,b,h
x,y,f,f,b,b,k,k,p,h
x,y,f,f,b,b,k,k,n,h
f,y,f,f,b,b,k,k,b,h
f,y,f,f,b,b,k,k,p,h
x,f,f,f,b,b,k,k,b,h
k,y,f,n,n,b,f,f,w,w
f,f,f,f,b,b,k,k,n,h
x,y,f,f,b,b,k,k,n,h
f,f,f,f,b,b,k,k,p,h
x,y,f,f,b,b,k,k,n,h
x,f,f,f,b,b,k,k,b,h
f,f,f,f,b,b,k,k,p,h
f,s,t,n,b,?,s,s,w,w
f,f,f,f,b,b,k,k,n,h
x,f,f,f,b,b,k,k,b,h
x,y,f,f,b,b,k,k,p,h
f,y,f,f,b,b,k,k,b,h
x,f,f,f,b,b,k,k,b,h
f,y,f,f,b,b,k,k,p,h
f,y,f,f,b,b,k,k,n,h
k,s,t,n,b,?,s,s,w,w
x,f,f,f,b,b,k,k,p,h
f,f,f,f,b,b,k,k,p,h
f,f,f,f,b,b,k,k,b,h
f,f,f,f,b,b,k,k,n,h
x,f,f,f,b,b,k,k,n,h
f,f,f,f,b,b,k,k,n,h
x,y,f,f,b,b,k,k,p,h
f,y,f,f,b,b,k,k,b,h
f,f,f,f,b,b,k,k,n,h
x,f,f,f,b,b,k,k,p,h
f,f,f,f,b,b,k,k,n,h
f,f,f,f,b,b,k,k,p,h
f,f,f,f,b,b,k,k,p,h
f,y,t,n,b,b,s,s,p,n
f,y,f,f,b,b,k,k,p,h
f,y,f,f,b,b,k,k,n,h
f,y,f,f,b,b,k,k,b,h
x,y,f,f,b,b,k,k,p,h
x,y,f,f,b,b,k,k,b,h
x,y,f,f,b,b,k,k,p,h
f,f,f,f,b,b,k,k,b,h
x,f,f,f,b,b,k,k,p,h
x,y,f,f,b,b,k,k,n,h
f,f,f,f,b,b,k,k,b,h
x,f,f,f,b,b,k,k,p,h
f,f,f,f,b,b,k,k,b,h
f,y,f,f,b,b,k,k,b,h
f,f,f,f,b,b,k,k,n,h
f,y,f,f,b,b,k,k,p,h
f,f,f,f,b,b,k,k,p,h
x,f,f,f,b,b,k,k,b,h
f,y,f,f,b,b,k,k,n,h
f,y,f,f,b,b,k,k,b,h
f,y,f,f,b,b,k,k,n,h
x,y,f,n,n,?,s,f,w,h
f,y,f,f,b,b,k,k,n,h
x,f,f,f,b,b,k,k,b,h
x,y,f,s,n,?,k,s,w,w
f,y,f,f,b,b,k,k,b,h
k,y,f,n,n,?,k,y,w,w
f,f,f,f,b,b,k,k,b,h
x,y,f,f,b,b,k,k,b,h
x,y,f,f,b,b,k,k,b,h
f,y,f,f,b,b,k,k,n,h
x,f,f,f,b,b,k,k,p,h
x,f,f,f,b,b,k,k,n,h
x,y,f,f,b,b,k,k,n,h
x,y,f,f,b,b,k,k,n,h
x,y,f,f,b,b,k,k,p,h
f,y,t,n,b,b,s,s,g,k
f,f,f,f,b,b,k,k,n,h
x,y,f,f,b,b,k,k,p,h
f,f,f,f,b,b,k,k,n,h
x,f,f,f,b,b,k,k,b,h
f,f,f,f,b,b,k,k,n,h
f,f,f,f,b,b,k,k,p,h
x,y,f,f,b,b,k,k,p,h
f,s,t,f,b,b,s,s,w,h
x,y,f,f,b,b,k,k,p,h
x,y,f,f,b,b,k,k,n,h
f,f,f,f,b,b,k,k,n,h
f,y,f,f,b,b,k,k,b,h
f,f,f,f,b,b,k,k,p,h
f,y,f,f,b,b,k,k,n,h
x,y,f,f,b,b,k,k,b,h
x,s,t,n,b,?,s,s,w,w
f,f,f,f,b,b,k,k,p,h
f,f,f,f,b,b,k,k,n,h
f,y,f,f,b,b,k,k,n,h
x,y,f,f,b,b,k,k,p,h
f,y,f,f,b,b,k,k,n,h
x,f,f,f,b,b,k,k,b,h
b,y,t,n,n,b,s,s,w,w
f,s,t,f,b,b,s,s,w,h
x,y,f,f,b,b,k,k,b,h
f,y,f,f,b,b,k,k,b,h
f,y,f,f,b,b,k,k,p,h
f,y,f,f,b,b,k,k,b,h
f,f,f,f,b,b,k,k,n,h
x,y,f,f,b,b,k,k,p,h
x,f,f,f,b,b,k,k,b,h
f,f,f,f,b,b,k,k,b,h
x,s,t,f,b,b,f,f,w,h
f,y,t,n,b,b,s,s,g,n
x,y,f,y,n,?,s,k,w,w
f,y,f,f,b,b,k,k,p,h
f,f,f,f,b,b,k,k,p,h
f,y,t,n,b,b,s,s,p,k
x,y,t,n,b,?,s,s,w,w
x,y,f,f,b,b,k,k,n,h
x,y,f,f,b,b,k,k,b,h
x,y,f,f,b,b,k,k,n,h
x,y,f,f,b,b,k,k,n,h
f,f,f,f,b,b,k,k,b,h
f,y,f,f,b,b,k,k,b,h
x,f,f,f,b,b,k,k,n,h
f,y,f,f,b,b,k,k,b,h
x,y,f,f,b,b,k,k,p,h
x,y,f,f,b,b,k,k,p,h
f,y,f,f,b,b,k,k,b,h
f,y,f,f,b,b,k,k,n,h
x,y,f,f,b,b,k,k,p,h
f,y,f,f,b,b,k,k,p,h
f,y,f,f,b,b,k,k,b,h
x,y,f,n,n,?,s,f,w,h
x,f,f,f,b,b,k,k,n,h
f,f,f,f,b,b,k,k,n,h
f,f,f,f,b,b,k,k,p,h
x,f,f,f,b,b,k,k,p,h
f,f,f,f,b,b,k,k,b,h
f,f,f,f,b,b,k,k,p,h
f,y,f,f,b,b,k,k,b,h
f,f,f,f,b,b,k,k,b,h
f,f,f,f,b,b,k,k,b,h
f,y,f,f,b,b,k,k,b,h
f,f,f,f,b,b,k,k,p,h
f,y,f,f,b,b,k,k,n,h
f,f,f,f,b,b,k,k,n,h
f,f,t,n,b,b,s,s,g,n
f,s,t,f,b,b,s,f,w,h
f,y,f,f,b,b,k,k,p,h
f,f,f,f,b,b,k,k,p,h
x,y,f,f,b,b,k,k,p,h
f,f,f,f,b,b,k,k,p,h
f,y,f,f,b,b,k,k,n,h
f,y,t,n,b,b,s,s,w,k
f,y,f,f,b,b,k,k,b,h
x,s,t,n,b,?,s,s,w,w
x,y,f,f,b,b,k,k,n,h
x,f,f,f,b,b,k,k,p,h
x,y,f,f,b,b,k,k,p,h
f,y,f,f,b,b,k,k,b,h
f,f,t,n,b,b,s,s,g,k
f,f,f,f,b,b,k,k,p,h
f,f,f,f,b,b,k,k,b,h
x,y,f,f,b,b,k,k,n,h
x,f,f,f,b,b,k,k,n,h
x,y,f,y,n,?,k,s,w,w
f,f,f,f,b,b,k,k,p,h
x,y,f,f,b,b,k,k,n,h
f,f,f,f,b,b,k,k,n,h
f,f,f,f,b,b,k,k,n,h
f,y,f,f,b,b,k,k,b,h
f,y,f,f,b,b,k,k,b,h
f,y,f,f,b,b,k,k,b,h
f,f,f,f,b,b,k,k,b,h
x,s,f,c,n,b,s,s,w,k
x,y,f,f,b,b,k,k,b,h
f,s,t,f,b,b,f,f,w,h
x,y,f,f,b,b,k,k,n,h
x,y,f,f,b,b,k,k,p,h
x,y,f,f,b,b,k,k,n,h
f,y,t,n,b,b,s,s,p,k
f,f,f,f,b,b,k,k,b,h
f,y,f,f,b,b,k,k,n,h
f,y,f,f,b,b,k,k,n,h
x,y,f,f,b,b,k,k,b,h
x,y,f,f,b,b,k,k,b,h
x,f,f,f,b,b,k,k,b,h
f,y,t,n,b,b,s,s,g,n
x,y,f,f,b,b,k,k,n,h
f,f,f,f,b,b,k,k,b,h
x,y,f,f,b,b,k,k,p,h
x,y,f,f,b,b,k,k,p,h
f,f,f,f,b,b,k,k,n,h
f,f,f,f,b,b,k,k,p,h
x,y,f,f,b,b,k,k,b,h
k,y,t,n,b,?,s,s,e,w
x,y,f,f,b,b,k,k,b,h
x,y,f,s,n,?,s,k,p,w
f,y,f,f,b,b,k,k,n,h
x,y,f,f,b,b,k,k,n,h
f,y,f,f,b,b,k,k,b,h
f,y,f,f,b,b,k,k,p,h
f,f,f,f,b,b,k,k,b,h
f,y,f,f,b,b,k,k,n,h
x,f,f,f,b,b,k,k,n,h
x,s,t,f,b,b,f,f,w,h
x,y,f,f,b,b,k,k,p,h
f,f,f,f,b,b,k,k,p,h
x,f,f,f,b,b,k,k,p,h
x,y,f,f,b,b,k,k,n,h
f,y,f,f,b,b,k,k,b,h
x,y,f,f,b,b,k,k,n,h
x,y,f,f,b,b,k,k,b,h
f,y,f,f,b,b,k,k,p,h
f,f,f,f,b,b,k,k,b,h
f,f,f,f,b,b,k,k,b,h
f,y,t,n,b,b,s,s,w,k
x,y,f,f,b,b,k,k,b,h
x,y,f,f,b,b,k,k,n,h
f,y,f,f,b,b,k,k,b,h
f,y,f,f,b,b,k,k,p,h
x,y,f,f,b,b,k,k,b,h
f,f,f,f,b,b,k,k,n,h
x,y,f,f,b,b,k,k,p,h
x,y,f,f,b,b,k,k,b,h
x,f,f,f,b,b,k,k,n,h
f,f,f,f,b,b,k,k,p,h
f,f,f,n,n,b,s,f,w,w
f,y,f,f,b,b,k,k,p,h
x,y,f,f,b,b,k,k,p,h
f,f,f,n,n,?,k,y,w,w
f,f,f,f,b,b,k,k,p,h
x,s,t,f,b,b,f,s,w,h
f,s,t,n,b,?,s,s,w,w
x,y,f,y,n,?,s,k,p,w
x,s,f,c,n,b,s,s,w,k
x,f,f,f,b,b,k,k,n,h
f,y,f,f,b,b,k,k,b,h
f,y,f,f,b,b,k,k,p,h
x,y,f,f,b,b,k,k,n,h
x,y,f,f,b,b,k,k,b,h
x,y,f,f,b,b,k,k,b,h
f,y,f,f,b,b,k,k,p,h
f,y,f,f,b,b,k,k,b,h
f,f,f,f,b,b,k,k,p,h
x,f,f,f,b,b,k,k,b,h
f,f,f,f,b,b,k,k,b,h
f,f,f,f,b,b,k,k,p,h
f,f,f,f,b,b,k,k,b,h
f,y,f,f,b,b,k,k,n,h
f,f,f,f,b,b,k,k,n,h
f,f,f,f,b,b,k,k,b,h
x,y,f,f,b,b,k,k,b,h
x,y,f,f,b,b,k,k,b,h
x,y,f,f,b,b,k,k,b,h
x,s,t,n,b,?,s,s,e,w
f,f,f,f,b,b,k,k,p,h
x,f,f,f,b,b,k,k,p,h
x,y,f,s,n,?,s,s,p,w
x,y,f,f,b,b,k,k,b,h
f,y,f,f,b,b,k,k,n,h
f,y,f,f,b,b,k,k,p,h
f,f,f,f,b,b,k,k,b,h
x,y,f,f,b,b,k,k,n,h
x,f,f,f,b,b,k,k,p,h
f,f,f,f,b,b,k,k,n,h
x,y,f,f,b,b,k,k,n,h
f,f,f,f,b,b,k,k,b,h
x,f,f,f,b,b,k,k,n,h
x,y,f,n,n,?,s,f,w,h
f,y,t,n,b,?,s,s,e,w
f,y,f,f,b,b,k,k,b,h
x,y,f,f,b,b,k,k,n,h
x,y,f,f,b,b,k,k,p,h
f,f,f,f,b,b,k,k,p,h
f,y,f,f,b,b,k,k,n,h
f,f,f,f,b,b,k,k,b,h
f,y,f,f,b,b,k,k,n,h
x,f,f,f,b,b,k,k,p,h
f,f,f,f,b,b,k,k,p,h
f,f,f,f,b,b,k,k,p,h
f,y,f,f,b,b,k,k,n,h
f,y,f,f,b,b,k,k,n,h
f,f,f,f,b,b,k,k,n,h
f,s,t,f,b,b,s,f,w,h
f,s,t,n,b,b,s,s,w,r
x,y,f,f,b,b,k,k,p,h
f,f,f,f,b,b,k,k,b,h
f,y,f,f,b,b,k,k,p,h
x,y,f,f,b,b,k,k,n,h
x,f,f,f,b,b,k,k,p,h
x,f,f,f,b,b,k,k,p,h
f,f,t,n,b,b,s,s,g,n
x,y,f,n,n,?,s,f,w,h
x,y,f,f,b,b,k,k,p,h
f,f,f,f,b,b,k,k,n,h
x,y,f,f,b,b,k,k,n,h
f,y,f,f,b,b,k,k,n,h
x,y,f,f,b,b,k,k,n,h
x,f,f,f,b,b,k,k,b,h
x,y,f,f,b,b,k,k,b,h
f,f,f,f,b,b,k,k,n,h
x,y,f,f,b,b,k,k,p,h
f,y,f,f,b,b,k,k,n,h
f,y,f,f,b,b,k,k,p,h
x,f,f,f,b,b,k,k,p,h
f,f,t,n,b,b,s,s,w,n
x,y,f,f,b,b,k,k,p,h
f,f,f,f,b,b,k,k,n,h
x,y,f,f,b,b,k,k,b,h
f,y,f,f,b,b,k,k,b,h
f,f,f,f,b,b,k,k,b,h
f,f,f,f,b,b,k,k,n,h
f,f,f,f,b,b,k,k,n,h
f,y,f,f,b,b,k,k,p,h
f,f,f,f,b,b,k,k,p,h
x,f,f,f,b,b,k,k,p,h
x,y,f,f,b,b,k,k,n,h
x,y,f,f,b,b,k,k,b,h
x,f,f,c,n,b,s,s,w,n
f,f,f,f,b,b,k,k,b,h
x,f,f,f,b,b,k,k,p,h
f,y,f,f,b,b,k,k,p,h
x,f,f,f,b,b,k,k,p,h
f,y,f,f,b,b,k,k,p,h
f,y,f,f,b,b,k,k,n,h
f,f,f,f,b,b,k,k,b,h
x,y,f,f,b,b,k,k,b,h
f,y,f,f,b,b,k,k,n,h
f,f,f,f,b,b,k,k,n,h
x,f,f,f,b,b,k,k,b,h
f,f,f,f,b,b,k,k,n,h
x,y,f,f,b,b,k,k,b,h
f,f,f,f,b,b,k,k,b,h
x,f,f,f,b,b,k,k,b,h
f,y,f,f,b,b,k,k,n,h
f,f,f,f,b,b,k,k,p,h
f,f,f,f,b,b,k,k,p,h
f,f,f,f,b,b,k,k,b,h
f,f,f,f,b,b,k,k,p,h
f,f,f,f,b,b,k,k,p,h
x,y,f,f,b,b,k,k,p,h
x,y,f,f,b,b,k,k,b,h
f,f,f,f,b,b,k,k,n,h
x,y,f,f,b,b,k,k,b,h
x,y,f,f,b,b,k,k,b,h
x,y,f,y,n,?,s,s,p,w
f,y,t,n,b,?,s,s,w,w
x,f,f,f,b,b,k,k,b,h
x,y,f,f,b,b,k,k,b,h
f,y,f,f,b,b,k,k,n,h
x,y,f,f,b,b,k,k,n,h
f,y,f,f,b,b,k,k,p,h
f,y,f,f,b,b,k,k,p,h
f,f,f,f,b,b,k,k,p,h
x,f,f,f,b,b,k,k,p,h
f,f,f,f,b,b,k,k,b,h
f,f,f,f,b,b,k,k,p,h
f,y,f,f,b,b,k,k,p,h
f,y,f,f,b,b,k,k,n,h
f,f,f,f,b,b,k,k,n,h
f,y,f,f,b,b,k,k,b,h
f,f,f,f,b,b,k,k,p,h
f,y,f,f,b,b,k,k,p,h
x,f,f,c,n,b,s,s,w,k
f,s,t,f,b,b,f,f,w,h
f,f,t,n,b,b,s,s,g,k
x,y,f,f,b,b,k,k,p,h
x,y,f,f,b,b,k,k,p,h
f,y,f,f,b,b,k,k,n,h
f,f,t,n,b,b,s,s,p,k
x,y,f,f,b,b,k,k,b,h
x,y,f,f,b,b,k,k,p,h
f,f,f,f,b,b,k,k,n,h
x,f,f,f,b,b,k,k,b,h
x,f,f,f,b,b,k,k,b,h
x,y,f,f,b,b,k,k,n,h
f,s,t,f,b,b,s,f,w,h
x,y,f,f,b,b,k,k,p,h
x,f,f,f,b,b,k,k,b,h
f,y,f,f,b,b,k,k,p,h
x,y,f,f,b,b,k,k,p,h
x,f,f,f,b,b,k,k,n,h
f,y,f,n,n,?,s,f,w,h
f,f,f,f,b,b,k,k,b,h
f,y,f,f,b,b,k,k,b,h
x,y,f,f,b,b,k,k,b,h
f,f,f,f,b,b,k,k,b,h
f,y,t,n,b,b,s,s,p,n
x,f,f,f,b,b,k,k,p,h
f,f,f,f,b,b,k,k,n,h
x,y,f,f,b,b,k,k,n,h
f,f,f,f,b,b,k,k,n,h
x,f,f,f,b,b,k,k,b,h
x,y,f,f,b,b,k,k,b,h
x,f,f,f,b,b,k,k,b,h
f,y,f,f,b,b,k,k,n,h
x,s,t,f,b,b,f,f,w,h
f,y,t,n,b,?,s,s,w,w
x,y,f,n,n,?,s,f,w,h
x,y,f,f,b,b,k,k,b,h
x,y,f,f,b,b,k,k,n,h
x,f,f,f,b,b,k,k,p,h
f,f,f,f,b,b,k,k,p,h
x,y,f,f,b,b,k,k,p,h
f,f,f,f,b,b,k,k,b,h
f,f,f,f,b,b,k,k,p,h
x,y,f,f,b,b,k,k,p,h
f,y,f,f,b,b,k,k,n,h
f,s,t,n,b,?,s,s,w,w
f,f,f,f,b,b,k,k,p,h
x,y,f,f,b,b,k,k,b,h
x,y,f,f,b,b,k,k,n,h
f,f,f,f,b,b,k,k,b,h
x,f,f,f,b,b,k,k,p,h
f,y,f,f,b,b,k,k,n,h
f,y,f,f,b,b,k,k,n,h
x,y,f,f,b,b,k,k,b,h
x,y,f,f,b,b,k,k,b,h
f,f,f,f,b,b,k,k,n,h
f,f,f,f,b,b,k,k,b,h
x,y,f,f,b,b,k,k,b,h
f,f,f,f,b,b,k,k,p,h
f,y,f,f,b,b,k,k,n,h
x,y,f,f,b,b,k,k,n,h
f,f,f,f,b,b,k,k,b,h
x,y,f,f,b,b,k,k,n,h
f,f,f,f,b,b,k,k,p,h
x,y,f,f,b,b,k,k,b,h
x,f,f,f,b,b,k,k,p,h
x,y,f,f,b,b,k,k,b,h
f,f,f,f,b,b,k,k,n,h
f,y,t,n,b,b,s,s,w,n
f,f,f,f,b,b,k,k,p,h
x,y,f,f,b,b,k,k,n,h
x,s,t,f,b,b,f,f,w,h
f,y,f,f,b,b,k,k,n,h
x,y,f,f,b,b,k,k,n,h
x,f,f,c,n,b,s,s,w,k
x,f,f,f,b,b,k,k,n,h
f,s,t,f,b,b,f,s,w,h
x,y,f,f,b,b,k,k,p,h
x,y,f,f,b,b,k,k,n,h
f,f,f,f,b,b,k,k,b,h
f,s,t,n,b,b,s,s,w,r
f,s,t,f,b,b,f,f,w,h
x,y,f,f,b,b,k,k,b,h
x,y,f,f,b,b,k,k,p,h
x,y,f,f,b,b,k,k,b,h
f,f,f,f,b,b,k,k,p,h
f,f,f,f,b,b,k,k,p,h
x,f,f,f,b,b,k,k,p,h
f,f,f,f,b,b,k,k,p,h
f,y,f,n,n,?,s,f,w,h
x,f,f,f,b,b,k,k,b,h
f,f,t,n,b,b,s,s,g,n
f,f,f,f,b,b,k,k,n,h
x,f,f,f,b,b,k,k,p,h
x,y,f,f,n,?,k,s,p,w
x,y,f,f,b,b,k,k,b,h
x,f,f,f,b,b,k,k,b,h
f,f,f,f,b,b,k,k,p,h
x,y,f,f,b,b,k,k,b,h
x,y,f,f,b,b,k,k,b,h
x,f,f,f,b,b,k,k,b,h
f,f,f,f,b,b,k,k,n,h
f,y,f,f,b,b,k,k,n,h
f,y,f,f,b,b,k,k,p,h
f,y,t,n,b,b,s,s,p,n
x,y,f,f,b,b,k,k,n,h
f,f,t,n,b,b,s,s,w,k
x,f,f,f,b,b,k,k,b,h
x,y,f,f,b,b,k,k,p,h
f,y,f,f,b,b,k,k,p,h
x,f,f,f,b,b,k,k,p,h
f,f,f,f,b,b,k,k,n,h
f,f,f,f,b,b,k,k,p,h
f,y,f,f,b,b,k,k,n,h
f,y,f,f,b,b,k,k,p,h
x,f,f,f,b,b,k,k,b,h
x,y,f,f,b,b,k,k,p,h
f,f,f,f,b,b,k,k,n,h
x,y,f,f,b,b,k,k,b,h
f,f,f,f,b,b,k,k,p,h
f,y,f,f,b,b,k,k,b,h
x,f,f,c,n,b,s,s,w,k
f,f,f,f,b,b,k,k,p,h
x,y,f,f,b,b,k,k,n,h
x,y,f,f,b,b,k,k,b,h
x,y,f,f,b,b,k,k,p,h
f,y,f,f,b,b,k,k,n,h
x,y,f,f,b,b,k,k,b,h
x,f,f,f,b,b,k,k,p,h
f,y,f,f,b,b,k,k,b,h
f,y,f,f,b,b,k,k,p,h
x,y,f,f,b,b,k,k,p,h
f,f,f,f,b,b,k,k,p,h
x,y,f,f,b,b,k,k,p,h
x,y,f,f,b,b,k,k,b,h
x,y,f,f,b,b,k,k,b,h
x,y,f,f,b,b,k,k,b,h
x,f,f,f,b,b,k,k,n,h
x,y,f,f,b,b,k,k,n,h
f,f,f,f,b,b,k,k,p,h
f,f,f,f,b,b,k,k,b,h
x,y,f,f,b,b,k,k,n,h
x,f,f,f,b,b,k,k,n,h
x,y,f,f,b,b,k,k,p,h
f,f,f,f,b,b,k,k,n,h
x,y,f,f,b,b,k,k,n,h
x,f,f,f,b,b,k,k,p,h
f,y,f,f,b,b,k,k,n,h
f,f,f,f,b,b,k,k,b,h
x,s,t,n,b,?,s,s,w,w
f,f,f,f,b,b,k,k,n,h
x,s,f,c,n,b,s,s,w,k
x,f,f,f,b,b,k,k,p,h
f,f,f,f,b,b,k,k,b,h
x,f,f,f,b,b,k,k,n,h
f,f,t,n,b,b,s,s,p,n
x,y,f,f,b,b,k,k,b,h
x,f,f,f,b,b,k,k,b,h
f,y,f,f,b,b,k,k,n,h
f,f,f,f,b,b,k,k,b,h
f,y,t,n,b,b,s,s,p,n
x,y,f,f,b,b,k,k,b,h
f,f,f,f,b,b,k,k,p,h
x,y,f,f,b,b,k,k,p,h
f,f,f,f,b,b,k,k,p,h
f,y,f,f,b,b,k,k,n,h
f,y,f,f,b,b,k,k,p,h
f,f,f,f,b,b,k,k,b,h
x,y,f,f,b,b,k,k,b,h
f,y,f,f,b,b,k,k,n,h
x,y,f,f,b,b,k,k,n,h
f,f,t,n,b,b,s,s,w,n
x,s,t,f,b,b,f,s,w,h
x,y,f,f,n,?,s,k,p,w
f,s,t,f,b,b,s,f,w,h
f,y,f,f,b,b,k,k,b,h
f,y,f,f,b,b,k,k,p,h
f,y,f,f,b,b,k,k,b,h
f,y,t,n,b,?,s,s,w,w
f,y,f,f,b,b,k,k,n,h
x,f,f,f,b,b,k,k,n,h
f,f,f,f,b,b,k,k,b,h
x,y,f,f,b,b,k,k,p,h
f,f,f,f,b,b,k,k,n,h
f,y,t,n,b,?,s,s,e,w
f,y,f,f,b,b,k,k,p,h
k,f,f,n,n,?,k,y,w,w
f,f,f,f,b,b,k,k,b,h
f,f,f,f,b,b,k,k,n,h
x,y,f,s,n,?,s,k,w,w
f,f,f,f,b,b,k,k,p,h
f,f,f,f,b,b,k,k,b,h
f,s,t,f,b,b,f,f,w,h
f,f,f,f,b,b,k,k,b,h
x,y,f,f,b,b,k,k,p,h
x,f,f,f,b,b,k,k,n,h
x,y,t,n,b,?,s,s,e,w
f,y,f,f,b,b,k,k,n,h
b,f,f,n,n,?,k,y,w,w
f,y,f,f,b,b,k,k,n,h
x,s,t,f,b,b,f,f,w,h
f,y,f,f,b,b,k,k,p,h
f,f,f,f,b,b,k,k,p,h
k,y,t,n,b,?,s,s,w,w
f,f,f,f,b,b,k,k,b,h
f,f,f,f,b,b,k,k,p,h
k,y,f,n,n,b,f,s,w,w
x,s,f,c,n,b,s,s,w,n
x,f,f,f,b,b,k,k,b,h
x,f,f,f,b,b,k,k,n,h
x,f,f,f,b,b,k,k,b,h
f,y,f,f,b,b,k,k,n,h
b,s,t,n,b,b,s,s,w,r
x,s,t,f,b,b,f,f,w,h
f,y,t,n,b,b,s,s,w,n
b,s,t,n,b,b,s,s,w,r
f,y,t,n,b,?,s,s,e,w
x,s,t,f,b,b,f,f,w,h
k,y,t,n,b,?,s,s,w,w
x,y,f,f,b,b,k,k,n,h
f,s,t,f,b,b,f,s,w,h
f,y,f,f,b,b,k,k,n,h
x,y,f,f,b,b,k,k,b,h
x,y,f,f,b,b,k,k,n,h
x,f,f,f,b,b,k,k,n,h
x,y,f,f,b,b,k,k,p,h
x,y,f,f,b,b,k,k,p,h
x,f,f,f,b,b,k,k,b,h
x,y,f,f,b,b,k,k,b,h
f,f,f,f,b,b,k,k,n,h
k,s,t,n,b,?,s,s,e,w
f,y,t,n,b,?,s,s,e,w
f,s,t,n,b,?,s,s,e,w
x,y,f,f,b,b,k,k,b,h
f,f,t,n,b,b,s,s,p,n
f,f,f,f,b,b,k,k,n,h
f,y,f,f,b,b,k,k,p,h
x,s,t,f,b,b,f,f,w,h
f,f,f,f,b,b,k,k,p,h
x,f,f,f,b,b,k,k,p,h
